Student_ID,Date,Message_Type,Month
S03134,2024-12-02,Parent to Teacher,2024-12
S07092,2024-10-04,Teacher to Parent,2024-10
S07281,2024-10-28,Parent to Teacher,2024-10
S11936,2025-02-24,Teacher to Parent,2025-02
S03732,2025-02-14,Teacher to Parent,2025-02
S08042,2024-12-02,Automated Reminder,2024-12
S00467,2024-09-19,Teacher to Parent,2024-09
S04551,2024-10-03,Teacher to Parent,2024-10
S01100,2024-11-07,Automated Reminder,2024-11
S07629,2024-12-14,Teacher to Parent,2024-12
S04485,2024-10-26,Parent to Teacher,2024-10
S04011,2024-10-27,Teacher to Parent,2024-10
S11045,2025-02-21,Automated Reminder,2025-02
S05098,2025-01-09,Teacher to Parent,2025-01
S07136,2024-09-12,Teacher to Parent,2024-09
S09891,2024-11-26,Automated Reminder,2024-11
S06182,2024-12-21,Parent to Teacher,2024-12
S10808,2024-12-24,Teacher to Parent,2024-12
S00880,2024-09-25,Teacher to Parent,2024-09
S00082,2025-01-19,Parent to Teacher,2025-01
S07817,2025-02-26,Parent to Teacher,2025-02
S01857,2024-12-24,Teacher to Parent,2024-12
S06786,2024-09-27,Automated Reminder,2024-09
S09558,2024-12-04,Teacher to Parent,2024-12
S04111,2025-02-12,Parent to Teacher,2025-02
S09879,2025-02-24,Parent to Teacher,2025-02
S07155,2025-01-29,Teacher to Parent,2025-01
S01571,2024-11-17,Automated Reminder,2024-11
S05154,2024-10-01,Parent to Teacher,2024-10
S04766,2024-12-20,Parent to Teacher,2024-12
S04671,2024-12-04,Automated Reminder,2024-12
S07942,2025-02-28,Parent to Teacher,2025-02
S01143,2024-12-16,Teacher to Parent,2024-12
S01773,2025-01-06,Teacher to Parent,2025-01
S11522,2024-10-15,Parent to Teacher,2024-10
S12049,2025-01-06,Automated Reminder,2025-01
S00222,2024-12-06,Parent to Teacher,2024-12
S00506,2025-01-17,Automated Reminder,2025-01
S06880,2024-10-12,Parent to Teacher,2024-10
S00024,2025-01-01,Parent to Teacher,2025-01
S09650,2025-03-01,Teacher to Parent,2025-03
S09399,2024-11-18,Automated Reminder,2024-11
S04858,2024-11-13,Parent to Teacher,2024-11
S01481,2024-12-28,Teacher to Parent,2024-12
S09593,2024-09-26,Automated Reminder,2024-09
S11032,2024-09-09,Parent to Teacher,2024-09
S11289,2025-01-09,Parent to Teacher,2025-01
S11024,2024-09-19,Parent to Teacher,2024-09
S09809,2024-11-11,Automated Reminder,2024-11
S06763,2025-02-04,Automated Reminder,2025-02
S10074,2024-10-30,Parent to Teacher,2024-10
S01757,2024-12-03,Parent to Teacher,2024-12
S03133,2024-10-04,Teacher to Parent,2024-10
S02367,2024-09-27,Parent to Teacher,2024-09
S08729,2024-11-26,Automated Reminder,2024-11
S11762,2024-09-28,Teacher to Parent,2024-09
S01593,2024-11-06,Parent to Teacher,2024-11
S11339,2024-11-29,Parent to Teacher,2024-11
S00297,2025-01-09,Parent to Teacher,2025-01
S04137,2024-12-28,Automated Reminder,2024-12
S05301,2025-02-08,Teacher to Parent,2025-02
S06256,2024-11-27,Parent to Teacher,2024-11
S09993,2024-11-20,Parent to Teacher,2024-11
S06590,2024-12-07,Automated Reminder,2024-12
S08915,2024-10-19,Parent to Teacher,2024-10
S08154,2024-10-18,Teacher to Parent,2024-10
S08513,2024-11-09,Teacher to Parent,2024-11
S09001,2024-10-29,Automated Reminder,2024-10
S05406,2025-01-26,Teacher to Parent,2025-01
S05211,2024-09-19,Automated Reminder,2024-09
S10442,2025-01-28,Teacher to Parent,2025-01
S05516,2025-03-01,Automated Reminder,2025-03
S09998,2024-11-15,Parent to Teacher,2024-11
S02038,2024-09-29,Parent to Teacher,2024-09
S01696,2024-11-22,Teacher to Parent,2024-11
S04193,2025-01-22,Parent to Teacher,2025-01
S05182,2025-01-25,Parent to Teacher,2025-01
S06975,2025-01-14,Parent to Teacher,2025-01
S07372,2024-12-20,Parent to Teacher,2024-12
S03607,2024-10-17,Parent to Teacher,2024-10
S00141,2025-01-31,Parent to Teacher,2025-01
S01342,2024-11-26,Parent to Teacher,2024-11
S07166,2024-11-26,Automated Reminder,2024-11
S06314,2024-09-08,Teacher to Parent,2024-09
S01479,2024-09-24,Parent to Teacher,2024-09
S08004,2025-02-15,Teacher to Parent,2025-02
S03001,2024-11-09,Parent to Teacher,2024-11
S11878,2024-10-01,Teacher to Parent,2024-10
S06456,2025-01-27,Parent to Teacher,2025-01
S05964,2024-12-31,Automated Reminder,2024-12
S11297,2025-02-24,Teacher to Parent,2025-02
S04414,2024-11-21,Automated Reminder,2024-11
S10752,2025-02-20,Automated Reminder,2025-02
S03359,2025-01-23,Automated Reminder,2025-01
S05565,2024-09-22,Teacher to Parent,2024-09
S01622,2024-12-27,Automated Reminder,2024-12
S01629,2024-12-23,Parent to Teacher,2024-12
S03086,2024-12-21,Automated Reminder,2024-12
S01261,2024-12-07,Parent to Teacher,2024-12
S11456,2025-01-31,Teacher to Parent,2025-01
S04845,2024-12-01,Teacher to Parent,2024-12
S05788,2025-02-12,Automated Reminder,2025-02
S00622,2024-12-31,Automated Reminder,2024-12
S01434,2025-01-09,Automated Reminder,2025-01
S05437,2025-01-20,Parent to Teacher,2025-01
S06507,2024-10-26,Parent to Teacher,2024-10
S09058,2024-12-08,Parent to Teacher,2024-12
S00408,2024-09-18,Parent to Teacher,2024-09
S05488,2025-01-18,Parent to Teacher,2025-01
S04125,2024-12-31,Parent to Teacher,2024-12
S10978,2024-09-23,Teacher to Parent,2024-09
S10619,2024-10-17,Teacher to Parent,2024-10
S02597,2025-01-05,Parent to Teacher,2025-01
S02308,2025-01-26,Automated Reminder,2025-01
S11087,2024-09-25,Parent to Teacher,2024-09
S01610,2025-03-04,Teacher to Parent,2025-03
S06031,2024-11-03,Automated Reminder,2024-11
S05409,2024-12-16,Parent to Teacher,2024-12
S04886,2025-01-15,Parent to Teacher,2025-01
S00103,2025-02-04,Teacher to Parent,2025-02
S08920,2024-12-06,Parent to Teacher,2024-12
S10155,2025-01-02,Parent to Teacher,2025-01
S03790,2024-12-18,Automated Reminder,2024-12
S07808,2024-12-24,Parent to Teacher,2024-12
S06126,2024-10-09,Teacher to Parent,2024-10
S09202,2025-02-16,Automated Reminder,2025-02
S10368,2024-09-18,Parent to Teacher,2024-09
S10691,2025-02-08,Parent to Teacher,2025-02
S05350,2025-02-24,Automated Reminder,2025-02
S07358,2025-03-06,Parent to Teacher,2025-03
S06173,2025-01-30,Parent to Teacher,2025-01
S02018,2024-09-18,Parent to Teacher,2024-09
S01840,2024-11-15,Automated Reminder,2024-11
S04965,2025-01-12,Teacher to Parent,2025-01
S05155,2025-03-09,Parent to Teacher,2025-03
S04622,2025-01-10,Parent to Teacher,2025-01
S11063,2025-02-08,Teacher to Parent,2025-02
S00709,2024-12-09,Parent to Teacher,2024-12
S04576,2025-01-19,Parent to Teacher,2025-01
S00042,2024-09-19,Parent to Teacher,2024-09
S09498,2025-02-28,Automated Reminder,2025-02
S02041,2024-12-23,Parent to Teacher,2024-12
S01384,2025-03-07,Parent to Teacher,2025-03
S10349,2024-12-11,Teacher to Parent,2024-12
S04393,2024-12-25,Teacher to Parent,2024-12
S05335,2024-10-31,Automated Reminder,2024-10
S11882,2025-03-01,Automated Reminder,2025-03
S06937,2024-11-26,Automated Reminder,2024-11
S07506,2025-01-21,Teacher to Parent,2025-01
S02048,2024-12-16,Automated Reminder,2024-12
S05837,2024-10-09,Parent to Teacher,2024-10
S07202,2025-03-03,Teacher to Parent,2025-03
S04850,2025-02-13,Parent to Teacher,2025-02
S06009,2024-11-21,Parent to Teacher,2024-11
S08011,2024-10-04,Parent to Teacher,2024-10
S09458,2025-02-16,Parent to Teacher,2025-02
S01907,2025-02-03,Teacher to Parent,2025-02
S02919,2024-11-08,Teacher to Parent,2024-11
S05127,2025-01-04,Automated Reminder,2025-01
S11076,2025-02-11,Automated Reminder,2025-02
S07752,2024-11-01,Teacher to Parent,2024-11
S02500,2025-02-11,Teacher to Parent,2025-02
S07348,2025-02-24,Automated Reminder,2025-02
S04717,2024-09-10,Automated Reminder,2024-09
S11301,2024-09-17,Teacher to Parent,2024-09
S06759,2024-09-14,Teacher to Parent,2024-09
S00107,2025-01-23,Automated Reminder,2025-01
S01932,2024-12-26,Parent to Teacher,2024-12
S06393,2024-10-15,Parent to Teacher,2024-10
S12043,2024-11-18,Parent to Teacher,2024-11
S03634,2024-12-28,Automated Reminder,2024-12
S02751,2025-01-02,Automated Reminder,2025-01
S05553,2024-12-09,Teacher to Parent,2024-12
S10975,2024-11-11,Parent to Teacher,2024-11
S05024,2025-02-19,Automated Reminder,2025-02
S06751,2025-01-31,Teacher to Parent,2025-01
S02318,2024-12-29,Parent to Teacher,2024-12
S02918,2025-03-05,Automated Reminder,2025-03
S01724,2024-09-10,Teacher to Parent,2024-09
S02318,2025-02-16,Parent to Teacher,2025-02
S05899,2025-01-16,Parent to Teacher,2025-01
S02759,2025-01-16,Automated Reminder,2025-01
S02438,2025-02-22,Teacher to Parent,2025-02
S00213,2025-02-26,Automated Reminder,2025-02
S00367,2025-02-20,Automated Reminder,2025-02
S04780,2024-12-16,Parent to Teacher,2024-12
S06806,2024-10-21,Teacher to Parent,2024-10
S06725,2024-09-11,Automated Reminder,2024-09
S07129,2024-12-27,Parent to Teacher,2024-12
S02089,2025-01-10,Parent to Teacher,2025-01
S03471,2024-09-22,Parent to Teacher,2024-09
S03678,2025-01-23,Parent to Teacher,2025-01
S04681,2024-10-31,Parent to Teacher,2024-10
S10165,2024-09-28,Automated Reminder,2024-09
S06094,2024-12-15,Teacher to Parent,2024-12
S08467,2024-10-19,Teacher to Parent,2024-10
S01016,2024-12-30,Parent to Teacher,2024-12
S08384,2025-02-26,Teacher to Parent,2025-02
S04474,2024-11-25,Parent to Teacher,2024-11
S09645,2025-03-05,Parent to Teacher,2025-03
S10135,2025-01-22,Teacher to Parent,2025-01
S00344,2025-02-08,Automated Reminder,2025-02
S08296,2024-12-07,Teacher to Parent,2024-12
S08197,2024-09-27,Automated Reminder,2024-09
S06712,2024-12-25,Automated Reminder,2024-12
S11090,2025-01-26,Automated Reminder,2025-01
S04961,2024-09-15,Parent to Teacher,2024-09
S09341,2025-02-16,Automated Reminder,2025-02
S04298,2025-01-15,Automated Reminder,2025-01
S07093,2024-11-15,Teacher to Parent,2024-11
S07425,2025-02-25,Automated Reminder,2025-02
S09659,2025-01-21,Teacher to Parent,2025-01
S02211,2024-09-21,Teacher to Parent,2024-09
S07991,2024-10-10,Teacher to Parent,2024-10
S06452,2025-03-08,Automated Reminder,2025-03
S10275,2024-12-20,Teacher to Parent,2024-12
S00294,2024-11-01,Automated Reminder,2024-11
S08168,2025-02-17,Parent to Teacher,2025-02
S12034,2024-10-18,Teacher to Parent,2024-10
S07620,2024-09-15,Parent to Teacher,2024-09
S07536,2024-11-27,Teacher to Parent,2024-11
S04693,2024-12-01,Automated Reminder,2024-12
S07262,2025-01-05,Teacher to Parent,2025-01
S09843,2024-10-31,Teacher to Parent,2024-10
S09740,2025-01-05,Teacher to Parent,2025-01
S10645,2025-01-28,Automated Reminder,2025-01
S09374,2024-12-08,Teacher to Parent,2024-12
S02504,2024-12-03,Teacher to Parent,2024-12
S07518,2024-09-09,Teacher to Parent,2024-09
S05961,2024-12-15,Parent to Teacher,2024-12
S11544,2024-10-13,Automated Reminder,2024-10
S01454,2024-10-07,Automated Reminder,2024-10
S07530,2025-01-03,Automated Reminder,2025-01
S10023,2025-01-06,Parent to Teacher,2025-01
S05741,2025-03-09,Automated Reminder,2025-03
S04718,2024-11-04,Parent to Teacher,2024-11
S09982,2024-10-09,Automated Reminder,2024-10
S07967,2025-03-06,Parent to Teacher,2025-03
S09068,2024-09-22,Automated Reminder,2024-09
S00996,2024-11-30,Teacher to Parent,2024-11
S11903,2025-03-09,Teacher to Parent,2025-03
S08753,2024-12-15,Parent to Teacher,2024-12
S00116,2024-11-15,Automated Reminder,2024-11
S09494,2024-10-04,Teacher to Parent,2024-10
S08920,2025-02-08,Automated Reminder,2025-02
S06693,2024-11-25,Automated Reminder,2024-11
S07370,2024-10-13,Automated Reminder,2024-10
S12144,2024-09-23,Teacher to Parent,2024-09
S11820,2024-12-26,Teacher to Parent,2024-12
S03910,2025-02-11,Teacher to Parent,2025-02
S00841,2025-01-20,Parent to Teacher,2025-01
S03020,2024-12-27,Teacher to Parent,2024-12
S08900,2024-11-23,Parent to Teacher,2024-11
S03855,2024-11-20,Teacher to Parent,2024-11
S12022,2024-09-27,Teacher to Parent,2024-09
S04704,2024-11-25,Parent to Teacher,2024-11
S04603,2025-03-06,Automated Reminder,2025-03
S11169,2025-01-25,Automated Reminder,2025-01
S01516,2024-12-24,Parent to Teacher,2024-12
S09470,2024-09-09,Parent to Teacher,2024-09
S11267,2024-12-11,Teacher to Parent,2024-12
S04836,2025-01-08,Automated Reminder,2025-01
S07113,2024-11-24,Automated Reminder,2024-11
S00010,2024-11-01,Parent to Teacher,2024-11
S08847,2024-12-17,Parent to Teacher,2024-12
S00189,2025-01-03,Automated Reminder,2025-01
S08073,2025-03-01,Parent to Teacher,2025-03
S06105,2025-03-04,Automated Reminder,2025-03
S07077,2025-02-22,Parent to Teacher,2025-02
S11697,2025-01-03,Automated Reminder,2025-01
S09762,2025-03-08,Automated Reminder,2025-03
S08839,2024-10-25,Parent to Teacher,2024-10
S09189,2025-03-05,Parent to Teacher,2025-03
S03376,2025-02-08,Parent to Teacher,2025-02
S02720,2024-09-14,Teacher to Parent,2024-09
S05507,2024-12-30,Parent to Teacher,2024-12
S01872,2025-01-10,Parent to Teacher,2025-01
S10382,2025-01-21,Parent to Teacher,2025-01
S09628,2025-02-02,Teacher to Parent,2025-02
S06294,2025-02-09,Automated Reminder,2025-02
S01449,2025-01-30,Parent to Teacher,2025-01
S02695,2025-01-01,Automated Reminder,2025-01
S03666,2024-10-05,Parent to Teacher,2024-10
S08705,2025-01-04,Parent to Teacher,2025-01
S09234,2025-01-22,Parent to Teacher,2025-01
S08451,2024-11-03,Automated Reminder,2024-11
S04521,2024-11-08,Parent to Teacher,2024-11
S05958,2025-02-12,Automated Reminder,2025-02
S00168,2025-01-04,Parent to Teacher,2025-01
S00628,2025-02-28,Teacher to Parent,2025-02
S04777,2024-10-27,Parent to Teacher,2024-10
S11438,2025-01-01,Parent to Teacher,2025-01
S01315,2025-01-09,Automated Reminder,2025-01
S08123,2024-09-26,Parent to Teacher,2024-09
S06339,2025-01-20,Teacher to Parent,2025-01
S02525,2025-01-25,Automated Reminder,2025-01
S02651,2025-02-09,Automated Reminder,2025-02
S06351,2024-09-25,Parent to Teacher,2024-09
S10822,2024-10-23,Teacher to Parent,2024-10
S02255,2024-10-15,Teacher to Parent,2024-10
S06983,2025-01-09,Parent to Teacher,2025-01
S11687,2025-01-15,Teacher to Parent,2025-01
S06000,2024-11-03,Parent to Teacher,2024-11
S09288,2025-01-30,Automated Reminder,2025-01
S07566,2024-11-11,Automated Reminder,2024-11
S09722,2025-01-14,Teacher to Parent,2025-01
S10856,2024-11-15,Teacher to Parent,2024-11
S09478,2024-11-12,Automated Reminder,2024-11
S11352,2024-11-03,Teacher to Parent,2024-11
S12091,2024-10-18,Teacher to Parent,2024-10
S00639,2025-01-28,Automated Reminder,2025-01
S08416,2025-03-08,Parent to Teacher,2025-03
S10112,2024-09-09,Parent to Teacher,2024-09
S01122,2025-02-13,Teacher to Parent,2025-02
S10961,2024-12-13,Teacher to Parent,2024-12
S01318,2025-01-23,Automated Reminder,2025-01
S05759,2024-09-08,Teacher to Parent,2024-09
S07250,2024-11-02,Teacher to Parent,2024-11
S11157,2024-11-05,Teacher to Parent,2024-11
S02539,2024-12-23,Teacher to Parent,2024-12
S03785,2025-03-09,Parent to Teacher,2025-03
S05657,2024-12-14,Teacher to Parent,2024-12
S03160,2025-01-24,Automated Reminder,2025-01
S00552,2025-02-28,Parent to Teacher,2025-02
S11221,2025-02-10,Parent to Teacher,2025-02
S05103,2024-10-29,Teacher to Parent,2024-10
S09113,2024-10-02,Parent to Teacher,2024-10
S07383,2024-10-01,Automated Reminder,2024-10
S02855,2024-11-17,Automated Reminder,2024-11
S05563,2024-10-11,Teacher to Parent,2024-10
S03490,2024-11-23,Automated Reminder,2024-11
S06179,2024-11-07,Parent to Teacher,2024-11
S00143,2024-11-13,Parent to Teacher,2024-11
S05987,2024-10-12,Parent to Teacher,2024-10
S05723,2024-12-09,Teacher to Parent,2024-12
S03271,2024-12-24,Teacher to Parent,2024-12
S03977,2025-03-07,Parent to Teacher,2025-03
S03474,2025-01-09,Parent to Teacher,2025-01
S03291,2024-09-08,Parent to Teacher,2024-09
S11205,2024-09-30,Automated Reminder,2024-09
S01108,2024-09-23,Automated Reminder,2024-09
S08066,2025-01-10,Automated Reminder,2025-01
S03901,2025-03-05,Automated Reminder,2025-03
S01171,2025-02-20,Parent to Teacher,2025-02
S02281,2024-11-01,Teacher to Parent,2024-11
S02142,2024-09-30,Parent to Teacher,2024-09
S08720,2024-10-21,Parent to Teacher,2024-10
S02114,2024-10-29,Automated Reminder,2024-10
S03091,2024-09-28,Teacher to Parent,2024-09
S10061,2024-11-01,Teacher to Parent,2024-11
S08919,2025-01-30,Automated Reminder,2025-01
S01198,2024-12-11,Parent to Teacher,2024-12
S03170,2025-03-01,Automated Reminder,2025-03
S01581,2025-02-28,Automated Reminder,2025-02
S03134,2024-09-09,Teacher to Parent,2024-09
S01914,2024-12-27,Automated Reminder,2024-12
S09471,2024-11-15,Teacher to Parent,2024-11
S10333,2024-12-12,Teacher to Parent,2024-12
S10988,2024-10-04,Parent to Teacher,2024-10
S10044,2024-11-24,Parent to Teacher,2024-11
S05740,2025-01-01,Parent to Teacher,2025-01
S05562,2025-02-14,Parent to Teacher,2025-02
S03828,2025-03-06,Parent to Teacher,2025-03
S00132,2025-01-30,Automated Reminder,2025-01
S03337,2024-11-27,Parent to Teacher,2024-11
S08123,2024-10-03,Teacher to Parent,2024-10
S08439,2024-11-09,Automated Reminder,2024-11
S05864,2025-02-16,Automated Reminder,2025-02
S01656,2024-11-15,Parent to Teacher,2024-11
S10609,2024-12-06,Teacher to Parent,2024-12
S06258,2024-12-14,Teacher to Parent,2024-12
S11435,2024-09-25,Parent to Teacher,2024-09
S02203,2025-02-07,Automated Reminder,2025-02
S02582,2025-02-06,Automated Reminder,2025-02
S06122,2024-11-03,Teacher to Parent,2024-11
S05967,2024-09-30,Parent to Teacher,2024-09
S09957,2024-12-19,Parent to Teacher,2024-12
S08810,2024-12-02,Automated Reminder,2024-12
S10222,2025-02-04,Teacher to Parent,2025-02
S00750,2024-10-21,Teacher to Parent,2024-10
S04598,2024-10-02,Parent to Teacher,2024-10
S06872,2025-02-05,Teacher to Parent,2025-02
S02134,2025-01-11,Teacher to Parent,2025-01
S06169,2025-01-06,Teacher to Parent,2025-01
S07293,2025-02-26,Teacher to Parent,2025-02
S07614,2024-10-29,Teacher to Parent,2024-10
S07240,2024-12-07,Automated Reminder,2024-12
S04090,2025-01-20,Teacher to Parent,2025-01
S03281,2024-12-24,Parent to Teacher,2024-12
S09536,2025-01-09,Parent to Teacher,2025-01
S09074,2024-10-28,Parent to Teacher,2024-10
S02519,2024-10-19,Teacher to Parent,2024-10
S09252,2024-09-22,Automated Reminder,2024-09
S00855,2024-11-09,Automated Reminder,2024-11
S00408,2025-02-27,Teacher to Parent,2025-02
S11973,2024-09-09,Teacher to Parent,2024-09
S07678,2024-10-09,Parent to Teacher,2024-10
S04426,2024-10-25,Parent to Teacher,2024-10
S06685,2025-01-04,Teacher to Parent,2025-01
S04321,2024-10-04,Automated Reminder,2024-10
S10175,2024-10-23,Automated Reminder,2024-10
S11111,2024-09-26,Automated Reminder,2024-09
S08615,2024-12-21,Teacher to Parent,2024-12
S03385,2024-10-04,Automated Reminder,2024-10
S10489,2024-10-10,Automated Reminder,2024-10
S02832,2025-01-24,Parent to Teacher,2025-01
S00083,2024-12-31,Automated Reminder,2024-12
S07974,2024-10-24,Parent to Teacher,2024-10
S10068,2025-02-23,Automated Reminder,2025-02
S01228,2024-09-20,Parent to Teacher,2024-09
S01608,2024-11-27,Teacher to Parent,2024-11
S03122,2024-12-21,Automated Reminder,2024-12
S01783,2024-11-29,Automated Reminder,2024-11
S10458,2024-12-08,Parent to Teacher,2024-12
S10843,2025-02-15,Parent to Teacher,2025-02
S09089,2025-02-17,Parent to Teacher,2025-02
S03700,2024-09-30,Teacher to Parent,2024-09
S04129,2024-11-20,Automated Reminder,2024-11
S01956,2024-09-24,Automated Reminder,2024-09
S07228,2024-12-07,Teacher to Parent,2024-12
S04846,2025-01-28,Parent to Teacher,2025-01
S00885,2025-02-19,Teacher to Parent,2025-02
S10793,2025-02-03,Teacher to Parent,2025-02
S08068,2025-01-29,Parent to Teacher,2025-01
S03829,2024-09-11,Teacher to Parent,2024-09
S01358,2025-01-14,Teacher to Parent,2025-01
S05702,2024-12-21,Automated Reminder,2024-12
S08463,2024-09-19,Automated Reminder,2024-09
S03698,2024-10-18,Parent to Teacher,2024-10
S08592,2025-02-18,Automated Reminder,2025-02
S04966,2024-09-17,Teacher to Parent,2024-09
S06665,2024-12-03,Teacher to Parent,2024-12
S09507,2025-03-07,Parent to Teacher,2025-03
S07503,2025-03-04,Parent to Teacher,2025-03
S07746,2024-11-29,Parent to Teacher,2024-11
S05741,2024-11-09,Teacher to Parent,2024-11
S09514,2024-10-23,Parent to Teacher,2024-10
S06835,2024-11-05,Automated Reminder,2024-11
S01750,2024-12-21,Parent to Teacher,2024-12
S04282,2024-12-09,Automated Reminder,2024-12
S09216,2025-01-17,Teacher to Parent,2025-01
S01586,2024-10-07,Parent to Teacher,2024-10
S08897,2024-09-22,Teacher to Parent,2024-09
S02840,2024-09-17,Parent to Teacher,2024-09
S03865,2025-02-06,Automated Reminder,2025-02
S05205,2025-02-18,Parent to Teacher,2025-02
S06822,2025-02-28,Parent to Teacher,2025-02
S09765,2024-09-19,Parent to Teacher,2024-09
S06251,2025-03-07,Parent to Teacher,2025-03
S05806,2024-11-19,Teacher to Parent,2024-11
